,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,torque_nm,torque_max_rpm
1138,2013,310000,70000,diesel,individual,manual,first owner,25.0,1396.0,69.0,5,tata indigo,140.0,3000
1139,2017,650000,120000,diesel,individual,manual,first owner,19.87,1461.0,83.8,5,renault duster,200.0,1750
1140,2015,600000,80000,petrol,individual,automatic,first owner,19.0,1199.0,88.7,5,honda jazz,110.0,4800
1141,2009,150000,150000,diesel,individual,manual,fourth & above owner,11.57,2179.0,138.1,7,tata new,320.0,2700
1142,2009,135000,120000,petrol,individual,manual,first owner,15.7,1390.0,75.0,5,mahindra renault,110.0,3000
1143,2014,650000,50000,diesel,individual,manual,first owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
1144,2012,550000,83000,petrol,individual,manual,first owner,16.8,1497.0,116.3,5,honda city,146.0,4800
1145,2017,650000,20000,diesel,individual,manual,first owner,28.4,1248.0,74.02,5,maruti swift,190.0,2000
1146,2018,2900000,49000,diesel,individual,automatic,first owner,12.9,2755.0,174.5,7,toyota fortuner,450.0,2400
1147,2017,450000,6750,petrol,individual,manual,first owner,18.5,1198.0,86.8,5,honda brio,109.0,4500
1148,2017,430000,52000,petrol,individual,manual,first owner,17.0,1197.0,81.86,5,hyundai grand,113.75,4000
1149,2017,1143000,51000,diesel,individual,automatic,first owner,17.01,1582.0,126.2,5,hyundai creta,259.9,2750
1150,2019,700000,20000,petrol,individual,automatic,first owner,22.0,1197.0,81.8,5,maruti swift,113.0,4200
1151,2011,229999,18500,petrol,individual,manual,first owner,18.5,1197.0,85.8,5,maruti ritz,114.0,4000
1152,2017,509999,142000,diesel,individual,manual,first owner,18.49,1493.0,100.0,7,mahindra tuv,240.0,2800
1153,2016,670000,50478,petrol,individual,manual,first owner,15.85,1499.0,110.4,5,ford ecosport,140.0,4400
1154,2016,515000,40000,diesel,individual,manual,first owner,19.87,1461.0,83.8,5,renault duster,200.0,1750
1155,2019,270000,2300,petrol,individual,manual,first owner,22.7,799.0,53.64,5,datsun redigo,72.0,4386
1156,2016,300000,40000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
1157,2012,250000,119000,diesel,individual,manual,first owner,14.0,2489.0,95.0,8,mahindra xylo,220.0,2600
1158,2017,750000,100000,diesel,individual,manual,first owner,24.52,1248.0,88.5,7,maruti ertiga,200.0,1750
1159,2009,135000,50000,petrol,individual,manual,second owner,18.9,1061.0,67.0,5,maruti wagon,84.0,3500
1160,2018,740000,15000,petrol,individual,manual,first owner,17.0,1198.0,108.5,5,tata nexon,170.0,4000
1161,2018,1000000,4295,petrol,trustmark dealer,manual,first owner,17.1,1496.0,105.5,5,toyota yaris,140.0,4200
1162,2018,1000000,5229,petrol,trustmark dealer,manual,first owner,17.1,1496.0,105.5,5,toyota yaris,140.0,4200
1163,2019,550000,4701,petrol,trustmark dealer,manual,first owner,20.7,1197.0,81.86,5,hyundai grand,113.75,4000
1164,2016,600000,6757,petrol,trustmark dealer,manual,first owner,21.01,1197.0,81.8,5,maruti baleno,113.0,4200
1165,2016,675000,28182,petrol,trustmark dealer,automatic,first owner,14.3,1598.0,103.52,5,skoda rapid,153.0,3800
1166,2019,950000,11533,petrol,trustmark dealer,manual,first owner,14.23,1498.0,104.55,5,nissan kicks,142.0,4000
1167,2017,850000,11688,petrol,trustmark dealer,manual,first owner,17.8,1497.0,117.3,5,honda city,145.0,4600
1168,2018,925000,23712,diesel,trustmark dealer,manual,first owner,28.09,1248.0,88.5,5,maruti ciaz,200.0,1750
1169,2015,625000,70670,petrol,trustmark dealer,automatic,first owner,16.5,1499.0,110.0,5,ford ecosport,140.0,4400
1170,2014,635000,79011,petrol,trustmark dealer,automatic,first owner,18.0,1497.0,117.3,5,honda city,145.0,4600
1171,2011,220000,40000,petrol,individual,manual,first owner,18.9,998.0,67.1,5,maruti wagon,90.0,3500
1172,2018,590000,10000,petrol,individual,manual,first owner,18.9,1197.0,81.86,5,hyundai grand,113.75,4000
1173,2017,775000,35000,diesel,individual,manual,first owner,16.55,2498.0,105.0,6,mahindra thar,247.0,2000
1174,2015,350000,58500,petrol,individual,manual,first owner,18.5,1197.0,85.8,5,maruti ritz,114.0,4000
1175,2018,575000,20000,petrol,individual,manual,first owner,21.4,1197.0,83.1,5,maruti baleno,115.0,4000
1176,2018,1575000,30000,diesel,individual,manual,first owner,17.6,2179.0,153.86,7,tata hexa,400.0,2500
1177,2015,600000,63000,diesel,individual,manual,first owner,22.77,1498.0,98.59,5,ford ecosport,205.0,3250
1178,2016,720000,35000,diesel,individual,manual,first owner,15.96,2523.0,62.1,7,mahindra bolero,195.0,2200
1179,2012,158000,110000,diesel,individual,manual,second owner,19.09,1396.0,69.0,5,tata indigo,135.0,2500
1180,2018,1575000,25000,diesel,individual,manual,first owner,17.6,2179.0,153.86,7,tata hexa,400.0,2500
1181,2017,580000,30000,petrol,individual,automatic,first owner,17.36,1197.0,81.86,5,hyundai xcent,113.75,4000
1182,2018,1200000,35000,diesel,individual,manual,first owner,17.3,1497.0,121.0,8,mahindra marazzo,300.0,2500
1183,2018,350000,30000,petrol,individual,manual,first owner,23.01,999.0,67.0,5,renault kwid,91.0,4250
1184,2014,650000,56000,petrol,individual,manual,first owner,17.4,1497.0,117.3,5,honda city,145.0,4600
1185,2017,400000,12700,petrol,individual,manual,first owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
1186,2018,700000,35000,diesel,individual,manual,first owner,21.5,1497.0,108.5,5,tata nexon,260.0,2750
1187,2017,520000,30000,petrol,individual,manual,first owner,19.1,1197.0,82.0,5,hyundai xcent,114.0,4000
1188,2012,450000,120000,diesel,individual,manual,first owner,12.05,2179.0,120.0,9,mahindra scorpio,290.0,2800
1189,2017,850000,100000,diesel,individual,manual,first owner,14.1,2179.0,147.94,7,tata safari,320.0,3000
1190,2017,350000,34000,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
1191,2011,450000,56000,diesel,individual,manual,first owner,13.0,2489.0,95.0,8,mahindra xylo,220.0,2600
1192,2008,165000,90000,petrol,individual,manual,first owner,19.81,1086.0,68.05,5,hyundai i10,99.04,4500
1193,2010,160000,65000,petrol,individual,manual,second owner,17.92,1086.0,62.1,5,hyundai santro,96.1,3000
1194,2011,300000,80000,diesel,individual,manual,first owner,13.93,2179.0,138.0,7,tata new,320.0,2700
1195,2012,550000,90000,diesel,individual,manual,third owner,12.05,2179.0,120.0,8,mahindra scorpio,290.0,2800
1196,2015,285000,40000,petrol,individual,manual,first owner,23.95,998.0,67.05,5,maruti alto,90.0,3500
1197,2016,850000,58000,diesel,individual,manual,first owner,19.67,1582.0,126.2,5,hyundai creta,259.9,2750
1198,2018,900000,25000,petrol,individual,manual,first owner,19.34,1462.0,103.0,7,maruti ertiga,138.0,4400
1199,2016,220000,100000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
1200,2013,120000,120000,diesel,individual,manual,first owner,22.3,1248.0,74.0,5,tata indica,190.0,3000
1201,2010,220000,90000,petrol,individual,manual,fourth & above owner,17.0,1197.0,80.0,5,hyundai i20,114.0,4000
1202,2013,420000,46815,diesel,individual,manual,second owner,22.1,1248.0,76.9,5,chevrolet sail,205.0,1750
1203,2015,250000,80000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
1204,2013,385000,100000,diesel,individual,manual,third owner,20.77,1248.0,88.8,7,maruti ertiga,200.0,1750
1205,2014,318000,80000,petrol,individual,manual,first owner,20.51,998.0,67.06,5,maruti wagon,90.0,3500
1206,2015,330000,70000,petrol,individual,manual,third owner,23.1,998.0,67.04,5,maruti celerio,90.0,3500
1207,2011,152000,80000,diesel,individual,manual,first owner,17.0,1405.0,71.0,5,tata indica,135.0,2500
1208,2014,250000,40000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
1209,2011,248000,80000,diesel,individual,manual,first owner,17.0,1405.0,71.0,5,tata indica,135.0,2500
1210,2011,300000,60000,petrol,individual,manual,second owner,18.06,1198.0,75.0,5,nissan micra,104.0,4000
1211,2017,550000,50000,petrol,individual,manual,first owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
1212,2016,650000,30000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
1213,2017,445000,25000,petrol,individual,manual,first owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
1214,2010,450000,334000,diesel,individual,manual,first owner,12.8,2494.0,102.0,7,toyota innova,204.0,3400
1215,2016,600000,100000,diesel,individual,manual,first owner,17.45,1493.0,100.0,7,mahindra nuvosport,240.0,2800
1216,2014,495000,175000,diesel,individual,manual,first owner,19.01,1461.0,108.45,5,renault duster,248.0,2250
1217,2011,220000,65000,petrol,individual,automatic,third owner,12.6,1586.0,103.3,5,maruti sx4,145.0,4100
1218,2009,150000,90000,petrol,individual,manual,first owner,17.92,1086.0,62.1,5,hyundai santro,96.1,3000
1219,2011,200000,80000,diesel,individual,manual,second owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
1220,2018,1465000,110000,diesel,individual,manual,first owner,16.36,2179.0,140.0,7,mahindra scorpio,320.0,2800
1221,2008,250000,60000,petrol,individual,automatic,third owner,20.0,1339.0,108.5,5,honda civic,123.0,2500
1222,2010,600000,100875,diesel,individual,automatic,first owner,11.79,2179.0,120.0,8,mahindra scorpio,290.0,2800
1223,2016,500000,30000,petrol,individual,manual,first owner,20.85,1197.0,83.14,5,maruti swift,115.0,4000
1224,2013,270000,118000,diesel,individual,manual,first owner,24.0,1120.0,70.0,5,hyundai grand,160.0,2750
1225,2013,420000,69000,diesel,individual,manual,third owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
1226,2015,434999,25000,petrol,individual,manual,second owner,20.85,1197.0,83.14,5,maruti swift,115.0,4000
1227,2015,400000,100000,petrol,individual,automatic,first owner,16.9,1197.0,81.86,5,hyundai xcent,113.75,4000
1228,2015,470000,110000,diesel,individual,manual,first owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
1229,2015,480000,60000,diesel,individual,manual,third owner,20.45,1461.0,83.8,5,nissan terrano,200.0,1900
1230,2008,105000,128000,petrol,individual,manual,first owner,0.0,1086.0,62.0,5,hyundai santro,96.1,3000
1231,2017,325000,120000,diesel,individual,manual,first owner,27.28,1047.0,69.0,5,tata tiago,140.0,3000
1232,2020,675000,5000,petrol,individual,automatic,first owner,20.7,1197.0,81.86,5,hyundai grand,113.75,4000
1233,2009,170000,90000,petrol,individual,manual,second owner,20.36,1197.0,78.9,5,hyundai i10,111.8,4000
1234,2017,1250000,90000,diesel,individual,manual,first owner,19.67,1582.0,126.2,5,hyundai creta,259.9,2750
1235,2012,600000,144030,petrol,individual,manual,first owner,12.8,2354.0,177.6,5,honda accord,222.0,4300
1236,2014,819999,200000,diesel,individual,manual,first owner,25.1,1498.0,98.6,5,honda city,200.0,1750
1237,2016,650000,29000,petrol,individual,manual,first owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
1238,2007,105000,90000,lpg,individual,manual,second owner,25.950000000000003,1061.0,57.5,5,maruti wagon,78.0,4500
1239,2009,200000,176000,diesel,individual,manual,second owner,17.0,1461.0,66.0,5,mahindra renault,160.0,2000
1240,2013,200000,150000,diesel,individual,manual,first owner,19.09,1396.0,69.0,5,tata indigo,135.0,2500
1241,2016,220000,90000,petrol,individual,manual,first owner,16.8,796.0,34.2,8,maruti omni,59.0,2500
1242,2014,500000,70000,petrol,individual,manual,second owner,15.04,1598.0,103.2,5,volkswagen vento,153.0,3800
1243,2007,175000,99000,diesel,individual,manual,second owner,19.2,1461.0,65.0,5,mahindra renault,160.0,2000
1244,2018,450000,5000,petrol,individual,manual,first owner,23.84,1199.0,84.0,5,tata tiago,114.0,3500
1245,2008,210000,90000,diesel,individual,manual,fourth & above owner,16.52,1991.0,123.7,5,chevrolet optra,305.0,2000
1246,2006,110000,88000,diesel,individual,manual,second owner,16.8,1405.0,62.0,5,tata indica,125.0,2500
1247,2015,480000,30000,diesel,individual,manual,first owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
1248,2016,650000,50000,diesel,individual,automatic,second owner,26.59,1248.0,74.0,5,maruti swift,190.0,2000
1249,2013,480000,80000,diesel,individual,manual,first owner,23.4,1248.0,74.0,5,maruti swift,190.0,2000
1250,2016,700000,40000,diesel,individual,manual,first owner,22.54,1396.0,88.73,5,hyundai i20,219.7,2750
1251,2015,650000,110000,diesel,individual,manual,third owner,20.77,1248.0,88.76,7,maruti ertiga,200.0,1750
1252,2015,1300000,48000,diesel,individual,manual,second owner,19.67,1582.0,126.2,5,hyundai creta,259.9,2750
1253,2016,1350000,97000,diesel,individual,automatic,first owner,16.96,1968.0,138.03,5,volkswagen jetta,320.0,2500
1254,2016,1000000,60000,diesel,individual,automatic,first owner,22.15,1498.0,108.6,5,volkswagen vento,250.0,3000
1255,2011,1700000,110000,diesel,individual,automatic,third owner,0.0,2987.0,165.0,5,mercedes-benz m-class,510.0,2400
1256,2018,1080000,12800,petrol,individual,automatic,first owner,17.8,1496.0,105.5,5,toyota yaris,140.0,4200
1257,2012,170000,40000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
1258,2017,610000,49000,diesel,individual,manual,first owner,28.4,1248.0,74.0,5,maruti swift,190.0,2000
1259,2014,350000,25000,petrol,individual,manual,first owner,18.5,1197.0,85.8,5,maruti ritz,114.0,4000
1260,2015,700000,20000,diesel,individual,manual,first owner,20.4,1248.0,91.7,5,fiat linea,209.0,2000
1261,2018,678000,17000,petrol,individual,manual,first owner,18.78,999.0,75.0,5,volkswagen polo,95.0,4300
1262,2014,400000,120000,diesel,individual,manual,second owner,23.59,1364.0,67.04,5,toyota etios,170.0,2400
1263,2010,300000,49000,petrol,individual,manual,first owner,18.5,1197.0,80.0,5,hyundai i20,114.0,4000
1264,2016,520000,29000,petrol,individual,manual,first owner,18.6,1197.0,81.83,5,hyundai i20,114.7,4000
1265,2017,850000,55000,diesel,individual,automatic,first owner,19.61,1461.0,108.5,5,nissan terrano,248.0,2250
1266,2017,830000,35000,diesel,individual,manual,first owner,21.5,1497.0,108.5,5,tata nexon,260.0,2750
1267,2018,430000,5000,petrol,individual,manual,second owner,20.63,1198.0,67.0,5,datsun go,104.0,4000
1268,2017,850000,60000,diesel,individual,manual,first owner,22.77,1498.0,98.59,5,ford ecosport,205.0,3250
1269,2017,650000,70000,petrol,individual,manual,first owner,20.85,1197.0,83.14,5,maruti swift,115.0,4000
1270,2008,120000,120000,diesel,individual,manual,second owner,16.8,1493.0,110.0,5,hyundai verna,240.0,2750
1271,2016,730000,65100,diesel,individual,manual,second owner,18.49,1493.0,100.0,7,mahindra tuv,240.0,2800
1272,2019,525000,20000,petrol,individual,automatic,first owner,20.89,1197.0,81.8,5,maruti ignis,113.0,4200
1273,2015,600000,108000,diesel,individual,manual,first owner,21.19,1396.0,88.73,5,hyundai i20,220.0,2750
1274,2019,500000,15000,petrol,individual,manual,first owner,21.21,1197.0,81.8,5,maruti swift,113.0,4200
1275,2009,150000,77000,petrol,individual,manual,first owner,17.92,1086.0,62.1,5,hyundai santro,96.1,3000
1276,2015,409999,18500,petrol,individual,manual,first owner,20.51,998.0,67.04,5,maruti wagon,90.0,3500
1277,2015,290000,15200,petrol,individual,manual,first owner,25.17,799.0,53.3,5,renault kwid,72.0,4386
1278,2015,500000,35000,petrol,individual,manual,first owner,17.3,1497.0,117.3,7,honda mobilio,145.0,4600
1279,2011,475000,80000,diesel,individual,manual,first owner,22.32,1582.0,126.32,5,hyundai verna,259.8,2750
1280,2013,190000,70000,petrol,individual,manual,first owner,21.1,814.0,55.2,5,hyundai eon,74.5,4000
1281,2014,750000,80000,diesel,individual,manual,second owner,15.1,2179.0,140.0,7,mahindra xuv500,330.0,2800
1282,2014,525000,120000,diesel,individual,manual,second owner,19.01,1461.0,108.5,5,nissan terrano,248.0,2250
1283,2012,495000,82000,diesel,individual,manual,third owner,17.3,1998.0,163.7,5,chevrolet cruze,380.0,2000
1284,2010,321000,60000,petrol,individual,automatic,second owner,16.8,1497.0,118.0,5,honda city,146.0,4800
1285,2017,585000,50000,petrol,individual,manual,first owner,17.71,1197.0,78.9,5,toyota etios,104.0,3100
1286,2011,225000,70000,diesel,individual,manual,first owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
1287,2017,500000,70000,diesel,individual,manual,first owner,25.8,1498.0,98.6,5,honda amaze,200.0,1750
1288,2011,350000,90000,diesel,individual,manual,third owner,23.0,1396.0,90.0,5,hyundai i20,224.0,2750
1289,2016,756000,70000,diesel,individual,manual,second owner,24.52,1248.0,88.5,7,maruti ertiga,200.0,1750
1290,2014,240000,50000,petrol,individual,manual,first owner,22.74,796.0,47.3,5,maruti alto,69.0,3500
1291,2012,80000,120000,petrol,individual,manual,second owner,19.7,796.0,35.0,8,maruti omni,61.0,3000
1292,2019,800000,5000,petrol,individual,manual,first owner,17.19,1197.0,81.86,5,hyundai i20,114.73,4000
1293,2018,1250000,25000,diesel,individual,manual,first owner,17.6,2179.0,147.94,7,tata hexa,320.0,3000
1294,2009,320000,80000,diesel,individual,manual,third owner,12.05,2179.0,120.0,7,mahindra scorpio,290.0,2800
1295,2017,509999,25000,petrol,individual,manual,first owner,18.9,1197.0,82.0,5,hyundai grand,114.0,4000
1296,2008,110000,80000,petrol,individual,manual,second owner,19.7,796.0,46.3,5,maruti alto,62.0,3000
1297,2017,555000,52000,diesel,individual,manual,first owner,21.66,1498.0,108.62,5,volkswagen ameo,250.0,3000
1298,2017,560000,52000,diesel,individual,manual,first owner,21.66,1498.0,108.62,5,volkswagen ameo,250.0,3000
1299,2016,375000,80000,diesel,individual,manual,first owner,25.32,1198.0,77.0,6,mahindra kuv,190.0,2250
1300,2017,720000,30000,petrol,individual,manual,first owner,17.5,1199.0,88.7,5,honda wr-v,110.0,4800
1301,2017,800000,70000,diesel,individual,manual,first owner,24.52,1248.0,88.5,7,maruti ertiga,200.0,1750
1302,2017,1325000,54000,diesel,individual,manual,first owner,16.0,2179.0,140.0,7,mahindra xuv500,330.0,2800
1303,2011,240000,120000,diesel,individual,manual,first owner,13.93,2179.0,138.1,7,tata new,320.0,2700
1304,2016,377000,80000,diesel,individual,manual,first owner,25.83,1498.0,99.0,5,ford figo,215.0,3000
1305,2013,450000,140000,petrol,individual,manual,first owner,16.02,1373.0,93.7,7,maruti ertiga,130.0,4000
1306,2008,160000,100000,petrol,individual,manual,fourth & above owner,13.9,1599.0,103.2,5,hyundai verna,149.0,3000
1307,2019,525000,100000,petrol,individual,manual,first owner,20.14,1197.0,81.86,5,hyundai xcent,113.75,4000
1308,2011,550000,168000,diesel,individual,manual,second owner,12.8,2494.0,102.0,8,toyota innova,204.0,3400
1309,2010,270000,120000,diesel,individual,manual,third owner,18.3,1991.0,147.9,5,chevrolet cruze,327.0,2600
1310,2016,570000,145000,diesel,individual,manual,second owner,23.59,1364.0,67.05,5,toyota etios,170.0,2400
1311,2011,225000,90000,diesel,individual,manual,second owner,20.0,1399.0,68.0,5,ford figo,160.0,2000
1312,2019,590000,90000,petrol,individual,manual,first owner,20.14,1197.0,81.86,5,hyundai xcent,113.75,4000
